zip_code,utility,home_size_sqft,residents,house_type,ac_level,climate,time_usage_type,total_kwh,hvac_kwh,peak_kwh,offpeak_kwh,bill_usd,carbon_kg,target_bill_usd,predicted_bill_usd,monthly_energy_saving_recommendation,fridge,fridge_kwh,washer,washer_kwh,dryer,dryer_kwh,dishwasher,dishwasher_kwh,ev_charger,ev_charger_kwh,pool_pump,pool_pump_kwh
90278,SCE,3089,2,apartment,high,desert,mixed,954.0,810.0,477.0,477.0,231.42,381.6,169.29,231.42,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,0,0,1,15,0,0,1,89
94544,SDG&E,1165,6,apartment,high,inland,off_peak,966.0,792.0,193.2,772.8,215.06,386.4,178.83,215.06,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,1,25,1,15,0,0,1,94
92121,SDG&E,3346,5,condo,medium,mountain,off_peak,478.0,336.0,95.6,382.4,115.51,191.2,81.54,115.51,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,0,0,1,25,0,0,0,0,1,87
92101,PG&E,1264,1,detached,medium,coastal,off_peak,350.0,340.0,70.0,280.0,81.5,140.0,75.6,81.5,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,0,0,0,0,0,0,0,0
94086,SDG&E,2641,4,condo,medium,mountain,evening_peak,742.0,320.0,519.4,222.6,250.99,296.8,188.79,250.99,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,1,25,0,0,1,387,0,0
92130,SDG&E,3899,2,detached,high,coastal,evening_peak,550.0,540.0,385.0,165.0,190.7,220.0,168.17,190.7,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,0,0,0,0,0,0,0,0
91711,PG&E,1971,1,condo,low,inland,off_peak,389.0,204.0,77.8,311.2,88.91,155.6,71.18,88.91,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,1,25,1,15,0,0,1,135
91335,PG&E,3686,6,condo,low,inland,mixed,649.0,264.0,324.5,324.5,177.25,259.6,158.66,177.25,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,1,25,0,0,1,204,1,116
92037,PG&E,2167,4,condo,medium,desert,evening_peak,1009.0,600.0,706.3,302.7,307.61,403.6,281.11,307.61,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,0,0,0,0,1,305,1,94
91364,PG&E,1801,2,detached,medium,coastal,evening_peak,604.0,360.0,422.8,181.2,190.16,241.6,134.72,190.16,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,1,25,0,0,1,179,0,0
94538,SCE,923,3,condo,medium,mountain,off_peak,454.0,304.0,90.8,363.2,91.9,181.6,72.11,91.9,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,0,0,1,25,1,15,0,0,1,80
94596,PG&E,1878,3,condo,medium,mountain,evening_peak,639.0,304.0,447.3,191.7,200.31,255.6,147.98,200.31,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,1,25,1,15,1,295,0,0
90002,SCE,4371,4,apartment,high,mountain,evening_peak,515.0,480.0,360.5,154.5,148.99,206.0,137.34,148.99,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,1,25,0,0,0,0,0,0
92612,PG&E,3997,1,detached,low,coastal,mixed,442.0,170.0,221.0,221.0,125.5,176.8,92.81,125.5,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,0,0,1,15,1,247,0,0
92618,SDG&E,1545,2,condo,high,mountain,morning_peak,821.0,432.0,574.7,246.3,275.79,328.4,230.72,275.79,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,0,0,0,0,1,379,0,0
92677,SCE,3226,2,detached,low,mountain,off_peak,459.0,144.0,91.8,367.2,92.78,183.6,68.0,92.78,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,0,0,1,15,1,171,1,129
94551,SDG&E,3441,3,condo,high,desert,evening_peak,1338.0,855.0,936.6,401.4,438.13,535.2,333.2,438.13,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,0,0,0,0,1,368,1,75
94551,SCE,3785,2,apartment,high,mountain,mixed,487.0,432.0,243.5,243.5,124.01,194.8,114.37,124.01,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,0,0,1,15,0,0,0,0
91761,SCE,3553,1,detached,low,mountain,morning_peak,181.0,136.0,126.7,54.3,60.15,72.4,51.15,60.15,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,0,0,0,0,1,15,0,0,0,0
90001,SDG&E,1568,5,condo,low,coastal,off_peak,374.0,210.0,74.8,299.2,94.3,149.6,66.57,94.3,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,1,25,1,15,0,0,1,124
91335,SDG&E,892,3,condo,high,mountain,off_peak,456.0,456.0,91.2,364.8,111.02,182.4,104.13,111.02,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,0,0,0,0,0,0,0,0
94085,PG&E,870,5,condo,low,inland,evening_peak,580.0,252.0,406.0,174.0,183.2,232.0,136.97,183.2,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,1,25,0,0,1,215,1,88
90277,SDG&E,1342,6,condo,medium,coastal,mixed,700.0,440.0,350.0,350.0,207.0,280.0,153.49,207.0,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,0,0,1,15,1,154,1,51
90278,PG&E,1932,2,condo,high,desert,off_peak,941.0,810.0,188.2,752.8,193.79,376.4,156.44,193.79,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,1,25,1,15,0,0,1,51
92612,SDG&E,1327,4,apartment,high,mountain,off_peak,885.0,480.0,177.0,708.0,198.54,354.0,172.45,198.54,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,1,25,1,15,1,355,0,0
94596,PG&E,3142,6,condo,low,inland,evening_peak,454.0,264.0,317.8,136.2,146.66,181.6,110.59,146.66,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,0,0,0,0,1,103,1,77
91761,PG&E,2344,2,condo,low,desert,morning_peak,380.0,270.0,266.0,114.0,125.2,152.0,102.45,125.2,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,0,0,0,0,1,15,0,0,1,65
92612,PG&E,1447,1,apartment,high,coastal,evening_peak,575.0,510.0,402.5,172.5,181.75,230.0,169.91,181.75,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,1,25,0,0,0,0,0,0
90001,SDG&E,3330,6,detached,low,desert,off_peak,619.0,330.0,123.8,495.2,144.28,247.6,134.67,144.28,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,1,25,1,15,1,249,0,0
91335,SCE,4880,2,detached,high,coastal,morning_peak,735.0,540.0,514.5,220.5,207.51,294.0,146.69,207.51,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,1,25,1,15,1,155,0,0
94025,SDG&E,3186,2,condo,low,coastal,off_peak,692.0,180.0,138.4,553.6,159.17,276.8,111.54,159.17,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,0,0,0,0,1,366,1,136
92130,SCE,3196,5,apartment,medium,mountain,mixed,736.0,336.0,368.0,368.0,181.28,294.4,143.58,181.28,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,0,0,0,0,1,390,0,0
91761,SCE,3575,1,condo,low,inland,evening_peak,533.0,204.0,373.1,159.9,153.78,213.2,130.83,153.78,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,0,0,1,15,1,227,1,77
92618,SDG&E,3474,4,apartment,high,desert,mixed,1339.0,900.0,669.5,669.5,379.53,535.6,293.16,379.53,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,1,25,1,15,1,389,0,0
95814,SDG&E,4317,2,condo,high,desert,evening_peak,1188.0,810.0,831.6,356.4,391.03,475.2,348.39,391.03,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,0,0,0,0,0,0,1,208,1,140
92121,SCE,1172,5,condo,medium,coastal,morning_peak,592.0,420.0,414.4,177.6,169.47,236.8,135.67,169.47,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,0,0,1,25,1,15,1,102,0,0
92677,SDG&E,2904,4,detached,high,coastal,evening_peak,780.0,600.0,546.0,234.0,262.92,312.0,240.77,262.92,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,1,25,1,15,0,0,1,100
94105,PG&E,2552,4,detached,high,desert,morning_peak,1264.0,900.0,884.8,379.2,381.56,505.6,320.52,381.56,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,0,0,0,0,1,223,1,101
94085,SCE,859,4,detached,high,desert,morning_peak,1063.0,900.0,744.1,318.9,294.76,425.2,242.27,294.76,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,1,25,1,15,0,0,1,113
92037,PG&E,2428,1,apartment,high,inland,mixed,955.0,612.0,477.5,477.5,253.75,382.0,230.4,253.75,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,0,0,0,0,1,15,1,162,1,136
90277,PG&E,2344,5,apartment,low,coastal,off_peak,561.0,210.0,112.2,448.8,121.59,224.4,114.0,121.59,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,0,0,1,25,0,0,1,149,1,147
92646,SCE,3898,5,condo,high,desert,mixed,1105.0,945.0,552.5,552.5,266.15,442.0,220.56,266.15,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,1,25,0,0,0,0,1,95
91335,SCE,1898,3,detached,high,inland,evening_peak,734.0,684.0,513.8,220.2,207.24,293.6,196.45,207.24,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,1,25,1,15,0,0,0,0
95014,SCE,3946,5,condo,low,mountain,off_peak,223.0,168.0,44.6,178.4,51.25,89.2,37.29,51.25,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,0,0,1,15,0,0,0,0
94087,PG&E,1835,3,condo,high,desert,morning_peak,1143.0,855.0,800.1,342.9,346.47,457.2,252.31,346.47,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,0,0,0,0,1,15,1,162,1,81
92612,SDG&E,4707,4,detached,high,inland,morning_peak,976.0,720.0,683.2,292.8,324.46,390.4,273.25,324.46,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,0,0,0,0,1,104,1,112
94105,PG&E,1358,3,condo,low,coastal,mixed,215.0,190.0,107.5,107.5,68.75,86.0,61.72,68.75,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,1,25,0,0,0,0,0,0
94568,SCE,3245,4,apartment,high,mountain,morning_peak,674.0,480.0,471.8,202.2,191.28,269.6,157.61,191.28,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,0,0,1,15,1,169,0,0
94086,SDG&E,4474,4,detached,low,mountain,evening_peak,215.0,160.0,150.5,64.5,85.51,86.0,69.72,85.51,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,0,0,1,15,0,0,0,0
90002,PG&E,3351,5,condo,low,coastal,morning_peak,280.0,210.0,196.0,84.0,96.2,112.0,83.7,96.2,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,0,0,1,25,1,15,0,0,0,0
92612,PG&E,4570,3,detached,low,desert,morning_peak,365.0,285.0,255.5,109.5,120.85,146.0,106.97,120.85,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,1,25,1,15,0,0,0,0
92037,SCE,2392,6,condo,high,inland,morning_peak,1119.0,792.0,783.3,335.7,309.65,447.6,258.47,309.65,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,0,0,0,0,1,206,1,121
91761,PG&E,4974,2,detached,medium,inland,morning_peak,962.0,432.0,673.4,288.6,293.98,384.8,269.3,293.98,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,1,25,1,15,1,314,1,136
90210,PG&E,3638,5,condo,low,inland,off_peak,644.0,252.0,128.8,515.2,137.36,257.6,126.99,137.36,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,1,25,0,0,1,367,0,0
94551,SCE,3747,3,detached,high,inland,evening_peak,684.0,684.0,478.8,205.2,193.94,273.6,173.3,193.94,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,0,0,0,0,0,0,0,0
90002,SCE,2855,1,condo,low,desert,mixed,290.0,255.0,145.0,145.0,78.7,116.0,72.24,78.7,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,1,25,0,0,0,0,0,0
92130,PG&E,4706,2,apartment,high,inland,evening_peak,877.0,648.0,613.9,263.1,269.33,350.8,205.52,269.33,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,0,0,1,15,1,174,0,0
94551,SCE,4469,6,detached,medium,desert,off_peak,1204.0,660.0,240.8,963.2,223.9,481.6,207.44,223.9,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,1,25,1,15,1,394,1,70
94544,SCE,2550,6,detached,medium,mountain,morning_peak,455.0,352.0,318.5,136.5,133.03,182.0,123.6,133.03,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,0,0,0,0,0,0,1,63
94538,PG&E,868,5,apartment,medium,desert,mixed,660.0,630.0,330.0,330.0,180.0,264.0,148.09,180.0,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,0,0,0,0,0,0,0,0,0,0
90277,SCE,2649,3,apartment,high,coastal,mixed,787.0,570.0,393.5,393.5,193.01,314.8,169.52,193.01,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,0,0,1,25,1,15,1,147,0,0
92630,PG&E,888,3,apartment,low,inland,mixed,578.0,228.0,289.0,289.0,159.5,231.2,115.03,159.5,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,1,25,0,0,1,315,0,0
91711,SCE,2993,6,apartment,high,mountain,off_peak,635.0,528.0,127.0,508.0,123.76,254.0,91.37,123.76,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,0,0,0,0,0,0,1,97
90002,SDG&E,4682,2,apartment,high,inland,morning_peak,816.0,648.0,571.2,244.8,274.22,326.4,231.2,274.22,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,0,0,1,25,1,15,0,0,1,98
94544,SDG&E,2103,4,condo,high,coastal,off_peak,744.0,600.0,148.8,595.2,169.78,297.6,152.58,169.78,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,0,0,0,0,0,0,1,144
92677,PG&E,1586,3,apartment,medium,coastal,morning_peak,583.0,380.0,408.1,174.9,184.07,233.2,139.94,184.07,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,0,0,0,0,1,163,0,0
92037,SCE,4190,5,condo,high,desert,morning_peak,1378.0,945.0,964.6,413.4,378.55,551.2,282.84,378.55,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,0,0,0,0,1,379,1,54
94538,PG&E,2990,3,detached,medium,mountain,off_peak,471.0,304.0,94.2,376.8,104.49,188.4,87.32,104.49,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,0,0,1,15,0,0,1,142
91730,SCE,4300,2,detached,medium,coastal,off_peak,700.0,360.0,140.0,560.0,135.2,280.0,109.56,135.2,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,0,0,0,0,0,0,1,224,1,86
92653,PG&E,3689,1,condo,medium,mountain,off_peak,272.0,272.0,54.4,217.6,66.68,108.8,62.47,66.68,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,0,0,0,0,0,0,0,0
91364,SDG&E,4651,4,detached,low,mountain,off_peak,294.0,160.0,58.8,235.2,77.98,117.6,64.94,77.98,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,0,0,0,0,0,0,1,94
90001,PG&E,4076,2,condo,high,coastal,evening_peak,883.0,540.0,618.1,264.9,271.07,353.2,241.03,271.07,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,0,0,0,0,1,303,0,0
92121,SCE,2641,3,apartment,medium,mountain,evening_peak,479.0,304.0,335.3,143.7,139.41,191.6,131.03,139.41,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,1,25,0,0,0,0,1,150
94538,SCE,3098,3,condo,low,inland,mixed,343.0,228.0,171.5,171.5,90.89,137.2,66.32,90.89,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,1,25,1,15,0,0,1,65
95014,PG&E,2354,6,detached,low,desert,morning_peak,345.0,330.0,241.5,103.5,115.05,138.0,99.48,115.05,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,0,0,1,15,0,0,0,0
92037,SCE,4276,3,detached,low,mountain,evening_peak,538.0,152.0,376.6,161.4,155.11,215.2,119.08,155.11,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,1,25,1,15,1,197,1,139
92646,SDG&E,1065,3,apartment,low,inland,evening_peak,268.0,228.0,187.6,80.4,102.15,107.2,87.15,102.15,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,0,0,0,0,0,0,0,0
94016,PG&E,3439,6,apartment,low,inland,evening_peak,317.0,264.0,221.9,95.1,106.93,126.8,87.86,106.93,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,0,0,0,0,0,0,1,53
92630,PG&E,2963,4,detached,high,inland,off_peak,1231.0,720.0,246.2,984.8,248.89,492.4,183.45,248.89,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,0,0,0,0,1,353,1,118
92101,SDG&E,1092,6,apartment,low,coastal,mixed,580.0,220.0,290.0,290.0,174.6,232.0,164.96,174.6,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,1,25,1,15,1,183,1,97
92335,SDG&E,1074,6,condo,medium,coastal,morning_peak,882.0,440.0,617.4,264.6,294.95,352.8,264.3,294.95,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,1,25,0,0,1,280,1,97
92335,SDG&E,3272,2,apartment,medium,desert,morning_peak,857.0,540.0,599.9,257.1,287.1,342.8,210.84,287.1,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,1,25,1,15,1,267,0,0
95014,PG&E,4063,4,condo,medium,desert,morning_peak,975.0,600.0,682.5,292.5,297.75,390.0,243.09,297.75,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,1,25,0,0,1,238,1,102
92024,PG&E,4567,2,apartment,high,coastal,off_peak,660.0,540.0,132.0,528.0,140.4,264.0,105.01,140.4,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,0,0,1,15,0,0,1,65
94025,SCE,1611,5,detached,high,desert,evening_peak,1000.0,945.0,700.0,300.0,278.0,400.0,240.1,278.0,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,0,0,1,15,0,0,0,0
90277,SCE,1310,6,apartment,low,coastal,morning_peak,739.0,220.0,517.3,221.7,208.57,295.6,147.71,208.57,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,0,0,0,0,1,352,1,127
94016,SDG&E,3083,1,apartment,medium,coastal,mixed,712.0,340.0,356.0,356.0,210.24,284.8,165.57,210.24,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,0,0,0,0,0,0,1,255,1,87
90003,PG&E,4302,6,detached,low,mountain,evening_peak,624.0,176.0,436.8,187.2,195.96,249.6,177.23,195.96,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,0,0,1,15,1,256,1,137
94025,SCE,2733,5,apartment,low,mountain,evening_peak,346.0,168.0,242.2,103.8,104.04,138.4,75.81,104.04,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,0,0,1,15,1,123,0,0
94025,SCE,4971,4,condo,medium,desert,off_peak,625.0,600.0,125.0,500.0,122.0,250.0,104.48,122.0,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,0,0,1,15,0,0,0,0
92335,PG&E,2030,4,condo,low,desert,mixed,456.0,300.0,228.0,228.0,129.0,182.4,109.31,129.0,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,1,25,1,15,0,0,1,76
94544,SDG&E,4222,2,apartment,medium,mountain,morning_peak,788.0,288.0,551.6,236.4,265.43,315.2,221.44,265.43,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,0,0,1,15,1,341,1,134
95014,SCE,2292,1,apartment,high,coastal,evening_peak,550.0,510.0,385.0,165.0,158.3,220.0,131.41,158.3,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,1,25,1,15,0,0,0,0
92037,SCE,4704,3,detached,high,inland,mixed,860.0,684.0,430.0,430.0,209.8,344.0,169.53,209.8,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,0,0,0,0,0,0,0,0,1,146
94016,SDG&E,1496,4,apartment,high,desert,off_peak,1142.0,900.0,228.4,913.6,250.97,456.8,205.86,250.97,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,0,0,0,0,1,232,0,0
94596,SCE,1925,4,condo,high,coastal,mixed,675.0,600.0,337.5,337.5,167.25,270.0,132.7,167.25,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,0,0,0,0,0,0,1,65
90278,PG&E,3222,2,condo,medium,inland,morning_peak,855.0,432.0,598.5,256.5,262.95,342.0,244.45,262.95,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,1,25,0,0,1,257,1,141
92121,SDG&E,4803,3,condo,low,desert,morning_peak,590.0,285.0,413.0,177.0,203.26,236.0,160.88,203.26,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,1,25,1,15,1,225,0,0
91364,PG&E,4919,5,condo,low,inland,off_peak,337.0,252.0,67.4,269.6,79.03,134.8,66.29,79.03,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,0,0,1,15,0,0,1,70
95129,SCE,2168,4,condo,low,inland,evening_peak,310.0,240.0,217.0,93.0,94.46,124.0,88.45,94.46,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,0,0,1,25,1,15,0,0,0,0
92101,PG&E,3632,5,detached,medium,mountain,off_peak,401.0,336.0,80.2,320.8,91.19,160.4,71.94,91.19,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,1,25,0,0,0,0,0,0
94568,SDG&E,2140,5,apartment,high,coastal,mixed,655.0,630.0,327.5,327.5,194.85,262.0,141.89,194.85,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,0,0,1,15,0,0,0,0
90003,SCE,4434,5,detached,medium,mountain,morning_peak,771.0,336.0,539.7,231.3,217.09,308.4,163.0,217.09,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,0,0,0,0,1,15,1,390,0,0
92336,PG&E,3089,3,apartment,low,inland,evening_peak,278.0,228.0,194.6,83.4,95.62,111.2,80.73,95.62,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,1,25,1,15,0,0,0,0
94086,PG&E,1813,3,condo,low,desert,off_peak,402.0,285.0,80.4,321.6,91.38,160.8,70.01,91.38,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,0,0,1,25,0,0,0,0,1,62
91711,SCE,3323,3,apartment,high,inland,off_peak,1061.0,684.0,212.2,848.8,198.74,424.4,164.17,198.74,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,1,25,1,15,1,207,1,120
94596,SDG&E,1748,5,detached,low,desert,mixed,707.0,315.0,353.5,353.5,208.89,282.8,174.79,208.89,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,0,0,1,15,1,367,0,0
92130,SDG&E,2638,5,condo,medium,coastal,off_peak,862.0,420.0,172.4,689.6,193.85,344.8,143.31,193.85,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,0,0,1,15,1,387,0,0
94568,SDG&E,3394,6,apartment,high,desert,morning_peak,1040.0,990.0,728.0,312.0,344.56,416.0,305.97,344.56,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,1,25,1,15,0,0,0,0
95129,PG&E,3803,6,apartment,low,coastal,off_peak,474.0,220.0,94.8,379.2,105.06,189.6,87.29,105.06,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,1,25,1,15,1,174,0,0
94086,SDG&E,3524,6,detached,high,mountain,mixed,862.0,528.0,431.0,431.0,250.74,344.8,212.24,250.74,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,0,0,0,0,1,15,1,231,1,58
95814,SDG&E,3028,5,condo,low,desert,off_peak,355.0,315.0,71.0,284.0,90.42,142.0,83.86,90.42,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,0,0,0,0,0,0,0,0
91356,SDG&E,3198,4,apartment,high,mountain,evening_peak,626.0,480.0,438.2,187.8,214.56,250.4,161.06,214.56,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,1,25,0,0,0,0,1,81
94582,PG&E,3525,4,condo,low,inland,mixed,280.0,240.0,140.0,140.0,85.0,112.0,79.83,85.0,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,1,25,1,15,0,0,0,0
90277,SCE,2393,5,apartment,high,desert,morning_peak,970.0,945.0,679.0,291.0,270.02,388.0,231.18,270.02,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,1,25,0,0,0,0,0,0
92677,SCE,4086,3,detached,low,desert,evening_peak,285.0,285.0,199.5,85.5,87.81,114.0,65.09,87.81,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,0,0,0,0,0,0,0,0
92024,PG&E,4770,2,condo,high,coastal,evening_peak,948.0,540.0,663.6,284.4,289.92,379.2,254.96,289.92,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,0,0,1,15,1,353,0,0
92630,SDG&E,4364,3,apartment,low,mountain,mixed,429.0,152.0,214.5,214.5,133.83,171.6,110.7,133.83,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,0,0,1,15,1,120,1,102
94022,SDG&E,3720,3,condo,low,inland,morning_peak,670.0,228.0,469.0,201.0,228.38,268.0,168.01,228.38,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,0,0,1,25,1,15,1,372,0,0
94086,SCE,1252,5,detached,low,coastal,evening_peak,270.0,210.0,189.0,81.0,83.82,108.0,74.38,83.82,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,0,0,0,0,0,0,1,60
